1.000000,0.066952,0.670208,1.411805,0.246740,-24.978552,0.000000,0.246740,-24.978552,0.000000,16.588714,-16.588714
1.000000,0.066952,0.670208,1.411805,0.246740,-24.978552,0.000000,0.246740,-24.978552,0.000000,16.588714,-16.588714
1.000000,0.231752,1.267747,0.405133,2.575928,3.248865,3.248865,2.425529,0.150399,1.949319,4.760318,-2.810999
1.000000,0.530037,1.522446,3.027614,25.591221,107.391505,40.000000,18.160981,74.821745,24.000000,35.574463,-11.574463
1.000000,0.291382,0.970075,0.951555,6.385956,55.151091,40.000000,3.625866,17.911181,24.000000,11.180772,12.819228
0.000000,0.492695,1.099696,1.505596,20.794377,93.286118,40.000000,14.427582,59.652912,24.000000,43.587014,-19.587014
1.000000,0.205038,0.885057,1.426692,2.453402,23.256803,23.256803,1.579469,0.873933,13.954082,16.763627,-2.809546
1.000000,0.141067,1.047478,0.739359,0.781433,-21.203131,0.000000,0.781433,-21.203131,0.000000,8.687471,-8.687471
1.000000,0.212259,1.087703,0.615299,2.245437,9.468754,9.468754,1.852295,0.393143,5.681252,7.229764,-1.548512
0.000000,0.742724,1.004525,1.148761,73.467949,177.220144,40.000000,45.942067,164.746026,24.000000,33.256641,-9.256641
0.000000,0.288469,1.103983,0.952851,4.286282,7.062545,7.062545,3.882292,0.403991,4.237527,27.585028,-23.347501
1.000000,0.231752,1.267747,0.405133,2.575928,3.248865,3.248865,2.425529,0.150399,1.949319,4.760318,-2.810999
1.000000,0.530037,1.522446,3.027614,25.591221,107.391505,40.000000,18.160981,74.821745,24.000000,35.574463,-11.574463
1.000000,0.291382,0.970075,0.951555,6.385956,55.151091,40.000000,3.625866,17.911181,24.000000,11.180772,12.819228
1.000000,0.231752,1.267747,0.405133,2.575928,3.248865,3.248865,2.425529,0.150399,1.949319,4.760318,-2.810999
1.000000,0.530037,1.522446,3.027614,25.591221,107.391505,40.000000,18.160981,74.821745,24.000000,35.574463,-11.574463
1.000000,0.291382,0.970075,0.951555,6.385956,55.151091,40.000000,3.625866,17.911181,24.000000,11.180772,12.819228
0.000000,0.492695,1.099696,1.505596,20.794377,93.286118,40.000000,14.427582,59.652912,24.000000,43.587014,-19.587014
1.000000,0.205038,0.885057,1.426692,2.453402,23.256803,23.256803,1.579469,0.873933,13.954082,16.763627,-2.809546
1.000000,0.141067,1.047478,0.739359,0.781433,-21.203131,0.000000,0.781433,-21.203131,0.000000,8.687471,-8.687471
0.000000,0.583629,0.995823,0.959460,35.027496,137.082069,40.000000,25.588671,106.520893,24.000000,27.776368,-3.776368
1.000000,0.212259,1.087703,0.615299,2.245437,9.468754,9.468754,1.852295,0.393143,5.681252,7.229764,-1.548512
1.000000,0.231752,1.267747,0.405133,2.575928,3.248865,3.248865,2.425529,0.150399,1.949319,4.760318,-2.810999
1.000000,0.530037,1.522446,3.027614,25.591221,107.391505,40.000000,18.160981,74.821745,24.000000,35.574463,-11.574463
1.000000,0.231752,1.267747,0.405133,2.575928,3.248865,3.248865,2.425529,0.150399,1.949319,4.760318,-2.810999
1.000000,0.530037,1.522446,3.027614,25.591221,107.391505,40.000000,18.160981,74.821745,24.000000,35.574463,-11.574463
1.000000,0.231752,1.267747,0.405133,2.575928,3.248865,3.248865,2.425529,0.150399,1.949319,4.760318,-2.810999
1.000000,0.095283,1.093370,0.968128,0.885331,-48.210037,0.000000,0.681408,-48.006114,0.000000,11.375501,-11.375501
0.000000,0.724735,1.192445,0.984379,63.906595,155.133445,40.000000,39.713549,139.326492,24.000000,28.497768,-4.497768
1.000000,0.231752,1.267747,0.405133,2.575928,3.248865,3.248865,2.425529,0.150399,1.949319,4.760318,-2.810999
1.000000,0.365445,1.078499,2.082469,11.134792,78.048697,40.000000,6.714633,42.468856,24.000000,24.469006,-0.469006
0.000000,0.365400,1.078500,2.082500,8.876888,44.046562,40.000000,6.057248,6.866202,24.000000,60.288375,-36.288375
0.000000,0.365400,1.078500,2.082500,8.876888,44.046562,40.000000,6.057248,6.866202,24.000000,60.288375,-36.288375
0.000000,0.365400,1.078500,2.082500,8.876888,44.046562,40.000000,6.057248,6.866202,24.000000,60.288375,-36.288375
0.000000,0.365400,1.078500,2.082500,62.152012,141.316238,40.000000,37.861234,125.607016,24.000000,60.288375,-36.288375
0.000000,0.365400,1.078500,2.082500,166.118056,423.630574,40.000000,3779.535765,-997.227058,24.000000,60.288375,-36.288375
0.000000,1.000000,1.078500,2.082500,1635.859315,-34.647363,0.000000,118.454851,251.414026,0.000000,60.288375,-60.288375
0.000000,1.000000,1.078500,2.082500,1635.859315,-34.647363,0.000000,118.454851,251.414026,0.000000,60.288375,-60.288375
0.000000,0.600000,1.078500,2.082500,36.685057,133.655693,40.000000,22.388148,107.952602,24.000000,60.288375,-36.288375
0.000000,0.900000,1.078500,2.082500,6767.732227,166.338116,40.000000,69.448526,211.042224,24.000000,60.288375,-36.288375
0.000000,0.900000,1.078500,2.082500,3346.386201,264.097722,40.000000,4419965.920598,-9718.946984,24.000000,60.288375,-36.288375
0.000000,0.900000,1.078500,2.082500,6767.732227,166.338116,40.000000,69.448526,211.042224,24.000000,60.288375,-36.288375
